prot,frac_under_70,frac_under_50
B3AT,0.17233809001097694,0.10428100987925357
SOX11,0.800453514739229,0.5827664399092971
CTNA1,0.17770419426048564,0.11479028697571744
CALR3,0.3255208333333333,0.23697916666666666
BRAT1,0.15712545676004872,0.07064555420219244
MELPH,0.6216666666666667,0.55
ANT3,0.14655172413793102,0.11422413793103449
HYCCI,0.472168905950096,0.40115163147792704
GPDA,0.0028653295128939827,0.0
ACSF3,0.11805555555555555,0.0763888888888889
LIPT2,0.06060606060606061,0.012987012987012988
ENOB,0.002304147465437788,0.0
CETP,0.05070993914807302,0.04056795131845842
MYSM1,0.5048309178743962,0.4057971014492754
ITB2,0.10143042912873862,0.03901170351105332
HEXB,0.08633093525179857,0.03237410071942446
FSCN1,0.02231237322515213,0.006085192697768763
S12A1,0.20655141037306643,0.16287534121929026
HECW2,0.5267175572519084,0.4586513994910941
USP9X,0.18050117462803444,0.11511354737666406
EDAD,0.49767441860465117,0.2
IR3IP,0.7804878048780488,0.10975609756097561
BHA09,0.7148936170212766,0.2680851063829787
EMP2,0.005988023952095809,0.0
ATRX,0.6617174959871589,0.5862760834670947
INSL6,0.7417840375586855,0.4835680751173709
RECQ1,0.12018489984591679,0.10323574730354391
DPH1,0.1873589164785553,0.1670428893905192
GEPH,0.1956521739130435,0.17255434782608695
FKRP,0.048484848484848485,0.03434343434343434
APOA1,0.3595505617977528,0.0599250936329588
VAS1,0.23404255319148937,0.13617021276595745
PGAM2,0.02766798418972332,0.003952569169960474
TRBM,0.2417391304347826,0.1356521739130435
QCR7,0.06306306306306306,0.0
KNL1,0.8326216908625107,0.8151152860802733
RAI1,0.9233997901364114,0.8945435466946485
TYPH,0.06846473029045644,0.04564315352697095
ANM7,0.044797687861271675,0.01300578034682081
CASQ1,0.11616161616161616,0.09090909090909091
GRP2,0.2791461412151067,0.17077175697865354
ABCA3,0.14553990610328638,0.04988262910798122
MCM5,0.20027247956403268,0.07084468664850137
DRC4,0.17573221757322174,0.06485355648535565
TPC2L,0.06428571428571428,0.007142857142857143
5NT3A,0.09523809523809523,0.01488095238095238
GBRA5,0.21861471861471862,0.14935064935064934
TBB2A,0.04269662921348315,0.01348314606741573
KCNH1,0.3468149646107179,0.24974721941354905
PSPC,0.47715736040609136,0.2639593908629442
MTMRD,0.31151974040021635,0.20281233098972418
CC115,0.2111111111111111,0.15555555555555556
VPS11,0.1902231668437832,0.0871413390010627
ZC4H2,0.22767857142857142,0.08482142857142858
GDF1,0.3790322580645161,0.16666666666666666
APC,0.7513190291945129,0.6317270488920155
BAF,0.02247191011235955,0.011235955056179775
MTSS2,0.6198125836680054,0.5073627844712182
APOC3,0.6767676767676768,0.030303030303030304
GFAP,0.26157407407407407,0.18518518518518517
SEBP2,0.7131147540983607,0.6451990632318502
OTOF,0.25788683024536807,0.1597396094141212
KCD19,0.4319654427645788,0.3650107991360691
MTHR,0.11585365853658537,0.06859756097560976
CMC1,0.16666666666666666,0.10324483775811209
PDGFB,0.43568464730290457,0.18672199170124482
PIGG,0.1525940996948118,0.06408952187182096
RPE65,0.043151969981238276,0.020637898686679174
STING,0.15567282321899736,0.08443271767810026
RT16,0.10948905109489052,0.058394160583941604
PLCE1,0.5347523892267594,0.4639443961772372
K1C9,0.5569823434991974,0.5088282504012841
THSD1,0.6244131455399061,0.47417840375586856
B9D2,0.03428571428571429,0.0
CAZA2,0.03146853146853147,0.006993006993006993
SG196,0.09428571428571429,0.05714285714285714
VP33B,0.07617504051863858,0.04700162074554295
TYRO,0.11153119092627599,0.07561436672967864
TGFR2,0.2239858906525573,0.1728395061728395
CD3E,0.42995169082125606,0.15942028985507245
MCAT,0.036544850498338874,0.016611295681063124
WN10A,0.2446043165467626,0.10071942446043165
MEN1,0.22439024390243903,0.1983739837398374
WDR35,0.1117696867061812,0.04995766299745978
GRID2,0.27904667328699106,0.1628599801390268
NCF4,0.168141592920354,0.061946902654867256
ANK1,0.3503455608718767,0.2987772461456672
DSG1,0.5662535748331744,0.48236415633937085
TWST1,0.6336633663366337,0.20297029702970298
GATD1,0.4721189591078067,0.27137546468401486
ACTB,0.02666666666666667,0.0
SPCS,0.07984031936127745,0.06387225548902195
SL9A3,0.44364508393285373,0.3249400479616307
CIA30,0.327217125382263,0.2415902140672783
MYF6,0.5867768595041323,0.3677685950413223
OSTM1,0.4041916167664671,0.2215568862275449
LRAT,0.14782608695652175,0.06521739130434782
VWA2,0.09801324503311258,0.02913907284768212
CDN1C,0.6677215189873418,0.2689873417721519
ADAS,0.1534954407294833,0.12006079027355623
SYWM,0.11388888888888889,0.06944444444444445
DTD1,0.22966507177033493,0.10526315789473684
TYRP1,0.11173184357541899,0.09124767225325885
DGKE,0.13403880070546736,0.05114638447971781
ZP3,0.28773584905660377,0.20518867924528303
GSHR,0.11494252873563218,0.1053639846743295
CADH3,0.29071170084439085,0.24125452352231605
WNT7A,0.10888252148997135,0.034383954154727794
CASQ2,0.11278195488721804,0.08270676691729323
PALB2,0.6863406408094435,0.6214165261382799
UFC1,0.041916167664670656,0.011976047904191617
SRCH,0.8683834048640916,0.6938483547925608
XRCC4,0.3898809523809524,0.31845238095238093
T2EB,0.49140893470790376,0.18213058419243985
RL35,0.008130081300813009,0.0
UD15,0.07116104868913857,0.009363295880149813
HEXI1,0.6044568245125348,0.3788300835654596
ARF1,0.2541436464088398,0.06629834254143646
FREM1,0.24873795318953648,0.12436897659476824
PIGN,0.09452201933404941,0.02577873254564984
CABP4,0.56,0.2690909090909091
WNT4,0.07692307692307693,0.037037037037037035
SH2B3,0.5478260869565217,0.4591304347826087
PPLA,0.23076923076923078,0.0
MECP2,0.8415637860082305,0.41358024691358025
MMAC,0.18085106382978725,0.15602836879432624
PDXK,0.00641025641025641,0.003205128205128205
DMD,0.16119402985074627,0.10556309362279512
CNPY3,0.3920863309352518,0.24100719424460432
CH60,0.0924956369982548,0.06631762652705062
LBR,0.24390243902439024,0.22276422764227644
RGS9,0.3827893175074184,0.33382789317507416
MXI1,0.5394736842105263,0.10526315789473684
KALM,0.27794117647058825,0.1676470588235294
PEX3,0.09919571045576407,0.04289544235924933
CRGC,0.011494252873563218,0.0
RPC1,0.0460431654676259,0.007913669064748202
CC134,0.18340611353711792,0.09606986899563319
GALT2,0.09807355516637478,0.07355516637478109
RETR1,0.6519114688128773,0.2917505030181087
LRBA,0.2916521131680056,0.24903946908836885
GBRB2,0.310546875,0.2578125
FACE1,0.11368421052631579,0.07578947368421053
AR2BP,0.27607361963190186,0.06748466257668712
IFT43,0.6730769230769231,0.2548076923076923
NTF4,0.3761904761904762,0.09047619047619047
UD18,0.0830188679245283,0.018867924528301886
HUTH,0.0654490106544901,0.0380517503805175
CX6A2,0.23711340206185566,0.061855670103092786
RAPSN,0.03640776699029126,0.0
MYO6,0.19706336939721794,0.09428129829984544
F111B,0.388283378746594,0.2561307901907357
PLOD1,0.0453920220082531,0.030261348005502064
AMELX,0.7905759162303665,0.3507853403141361
LIAS,0.21774193548387097,0.08870967741935484
SPTA1,0.1889210417527904,0.033484911120297646
IHH,0.18248175182481752,0.07785888077858881
MMAD,0.36824324324324326,0.17229729729729729
JKIP1,0.23482428115015974,0.1645367412140575
SHH,0.2510822510822511,0.16883116883116883
STX7,0.30268199233716475,0.18773946360153257
ENL,0.6243291592128801,0.46153846153846156
K1C12,0.3866396761133603,0.31781376518218624
JAK2,0.10070671378091872,0.0627208480565371
RP1L1,0.8954166666666666,0.8645833333333334
MIPT3,0.6092619392185239,0.5021707670043415
LHX4,0.5282051282051282,0.3871794871794872
RA51D,0.10365853658536585,0.051829268292682924
NB5R3,0.059800664451827246,0.019933554817275746
PDIA3,0.07128712871287128,0.04950495049504951
GLRB,0.23943661971830985,0.19517102615694165
DDC,0.00625,0.0
HEM3,0.13573407202216067,0.04709141274238227
SVIL,0.6485998193315267,0.558717253839205
ANO5,0.1566265060240964,0.06790799561883899
BRAF,0.45039164490861616,0.3825065274151436
ITB3,0.10025380710659898,0.03680203045685279
ARLY,0.023706896551724137,0.010775862068965518
SMC3,0.08052588331963846,0.021364009860312245
NBEL2,0.19716775599128541,0.11183732752360204
ODPX,0.2954091816367265,0.20958083832335328
RPIA,0.24115755627009647,0.22186495176848875
HXB1,0.7541528239202658,0.36212624584717606
CHST8,0.29009433962264153,0.25
LRRK2,0.20300751879699247,0.08705975464978236
PODO,0.38903394255874674,0.27154046997389036
COCA1,0.15311785830884753,0.10904342148220698
ADRB2,0.29782082324455206,0.20823244552058112
HCD2,0.011494252873563218,0.0038314176245210726
RAD9B,0.4131455399061033,0.3474178403755869
SOX30,0.8459495351925631,0.7224435590969456
F120S,0.84765625,0.45703125
RYR1,0.17288606589916633,0.1002381897578404
CO7A1,0.5832201086956522,0.33152173913043476
T23O,0.1354679802955665,0.08866995073891626
TNNT2,0.26174496644295303,0.10067114093959731
COA7,0.04329004329004329,0.004329004329004329
KDF1,0.6934673366834171,0.4824120603015075
CDT1,0.3772893772893773,0.2600732600732601
PLCD1,0.09391534391534391,0.01984126984126984
S2542,0.0660377358490566,0.031446540880503145
KLHL3,0.056218057921635436,0.039182282793867124
ES8L3,0.33558178752107926,0.26644182124789206
3MG,0.3053691275167785,0.19798657718120805
DGAT1,0.2151639344262295,0.13524590163934427
EMC1,0.09566968781470292,0.03726082578046324
SEM3D,0.19176319176319176,0.09266409266409266
IRF7,0.44731610337972166,0.3538767395626243
NPRL2,0.4342105263157895,0.021052631578947368
S39A8,0.3391304347826087,0.1934782608695652
NDUF2,0.23076923076923078,0.029585798816568046
CELF3,0.443010752688172,0.32688172043010755
SCN3B,0.12093023255813953,0.037209302325581395
FIBB,0.18737270875763748,0.16089613034623218
COX41,0.15384615384615385,0.09467455621301775
ABRX1,0.2885085574572127,0.20048899755501223
FGFR1,0.31143552311435524,0.22262773722627738
GLI3,0.8696202531645569,0.8316455696202532
DESM,0.3191489361702128,0.2553191489361702
GALC,0.058394160583941604,0.05693430656934306
GATA3,0.7697516930022573,0.5282167042889391
RET4,0.12437810945273632,0.03482587064676617
MCCB,0.05150976909413854,0.017761989342806393
PEX6,0.39387755102040817,0.25
SCN8A,0.3808080808080808,0.251010101010101
MMAA,0.27751196172248804,0.18899521531100477
PIGS,0.10270270270270271,0.01981981981981982
NNRE,0.1875,0.1875
ATLA1,0.13620071684587814,0.0985663082437276
PRRT2,0.9205882352941176,0.538235294117647
MPPB,0.13701431492842536,0.09406952965235174
ESRP2,0.3149931224209078,0.23521320495185694
CAF17,0.17696629213483145,0.1348314606741573
GBRB3,0.2642706131078224,0.1839323467230444
IRF1,0.6246153846153846,0.31384615384615383
MTO1,0.13668061366806136,0.08368200836820083
GPVI,0.3834808259587021,0.24188790560471976
SSUH2,0.18413597733711048,0.1359773371104816
IDHP,0.08849557522123894,0.0752212389380531
CAH2,0.011538461538461539,0.0038461538461538464
NHEJ1,0.22408026755852842,0.19732441471571907
FOXN1,0.8287037037037037,0.6358024691358025
PTHB1,0.1262683201803833,0.08793686583990981
MYT1L,0.6652613827993255,0.5362563237774031
TRRAP,0.12257061414874319,0.061933143301373415
GNS,0.1286231884057971,0.10144927536231885
LARP7,0.4209621993127148,0.3384879725085911
ODB2,0.24688796680497926,0.2053941908713693
PORED,0.1069182389937107,0.02830188679245283
COQ2,0.1967654986522911,0.15363881401617252
INT8,0.13266331658291458,0.05125628140703518
MMP13,0.11464968152866242,0.09341825902335456
ANAG,0.029609690444145357,0.02557200538358008
NAKD2,0.20135746606334842,0.1493212669683258
TGDS,0.04857142857142857,0.037142857142857144
PAX7,0.6514851485148515,0.4772277227722772
HRG,0.5104761904761905,0.4266666666666667
PLOD3,0.051490514905149054,0.04200542005420054
CAC1D,0.44655252198056455,0.33040259139287365
GRIA4,0.1607538802660754,0.09090909090909091
RAD21,0.6418383518225039,0.45641838351822506
HAX1,0.7168458781362007,0.35125448028673834
TNI3K,0.24431137724550897,0.18203592814371258
RFXAP,0.6617647058823529,0.3602941176470588
RAX2,0.6521739130434783,0.11956521739130435
OTC,0.09322033898305085,0.0903954802259887
PACS1,0.5264797507788161,0.4402907580477674
PISD,0.22982885085574573,0.18581907090464547
RPC2,0.04766107678729038,0.018534863195057368
KMT2A,0.7339380196523053,0.6238347190728143
AP4M1,0.15894039735099338,0.0728476821192053
FLCN,0.27806563039723664,0.19689119170984457
NMNA1,0.13620071684587814,0.1039426523297491
ACAD9,0.061191626409017714,0.05314009661835749
H6ST2,0.41818181818181815,0.3090909090909091
DAAF6,0.4158878504672897,0.17757009345794392
ACADV,0.11297709923664122,0.10076335877862595
AT2B3,0.26229508196721313,0.1918032786885246
LMBD1,0.14814814814814814,0.037037037037037035
NR0B1,0.6127659574468085,0.474468085106383
FBXL3,0.09813084112149532,0.07242990654205607
MKS1,0.3023255813953488,0.12880143112701253
USH2A,0.07631680123029604,0.04229142637447136
ASIC5,0.17425742574257425,0.06336633663366337
TET5A,0.24434389140271492,0.19230769230769232
PYR1,0.08179775280898877,0.05528089887640449
BRD4,0.7055800293685757,0.617474302496329
MLRV,0.1566265060240964,0.0963855421686747
MYO5B,0.29653679653679654,0.12716450216450217
SIN3A,0.40377062058130403,0.2945797329143755
TIM22,0.29381443298969073,0.0979381443298969
AQP1,0.10037174721189591,0.07063197026022305
BTK,0.13353566009104703,0.07132018209408195
ISK1,0.11392405063291139,0.0
ROA2,0.48441926345609065,0.4164305949008499
PNPO,0.13409961685823754,0.09961685823754789
SOS1,0.27756939234808703,0.24081020255063765
NEUR1,0.13493975903614458,0.10843373493975904
BBS1,0.06745362563237774,0.04047217537942664
DEN5A,0.29526029526029524,0.18337218337218336
MTMRE,0.44769230769230767,0.39384615384615385
SYSC,0.07003891050583658,0.011673151750972763
DONS,0.38869257950530034,0.2915194346289753
XPF,0.27292576419213976,0.17139737991266377
BMPER,0.18686131386861313,0.09197080291970802
MAGL2,0.8526821457165733,0.8270616493194556
GNAT2,0.031073446327683617,0.011299435028248588
ABCA4,0.22921249450065992,0.07919049714034315
RNH2A,0.12709030100334448,0.05016722408026756
AXIN2,0.627520759193357,0.4970344009489917
CASP8,0.1732776617954071,0.1315240083507307
NET1,0.11423841059602649,0.056291390728476824
COMP,0.09247027741083223,0.06340819022457067
S39AE,0.34146341463414637,0.24796747967479674
ECM1,0.4111111111111111,0.3611111111111111
FOXE3,0.6959247648902821,0.27899686520376177
IPYR2,0.17664670658682635,0.12574850299401197
RPAC2,0.18796992481203006,0.08270676691729323
SLTM,0.776595744680851,0.6914893617021277
SC6A8,0.16535433070866143,0.11338582677165354
NTCP7,0.07941176470588235,0.0058823529411764705
IFT27,0.06451612903225806,0.0
GATA4,0.7714932126696833,0.5633484162895928
CLAT,0.22727272727272727,0.19385026737967914
HBA,0.007042253521126761,0.0
MEG10,0.2824561403508772,0.2482456140350877
INSR2,0.925,0.69
EMD,0.7244094488188977,0.4763779527559055
HIBCH,0.08808290155440414,0.031088082901554404
MYP0,0.2701612903225806,0.13709677419354838
KCD17,0.5295950155763239,0.2585669781931464
NDUAB,0.02127659574468085,0.0070921985815602835
K1C14,0.3855932203389831,0.3072033898305085
TNNT1,0.39928057553956836,0.20863309352517986
HEPC,0.5,0.40476190476190477
THA11,0.4840764331210191,0.3853503184713376
L2HDH,0.11663066954643629,0.10583153347732181
FIGLA,0.5205479452054794,0.1963470319634703
HXA2,0.8138297872340425,0.47606382978723405
HES7,0.48,0.18222222222222223
PK3CA,0.06179775280898876,0.011235955056179775
ELP1,0.15015015015015015,0.06606606606606606
DAF,0.3359580052493438,0.2887139107611549
CHM4B,0.2857142857142857,0.14732142857142858
KCNB1,0.5209790209790209,0.47086247086247085
B3GT6,0.1398176291793313,0.00911854103343465
MC4R,0.23795180722891565,0.15060240963855423
SC6A3,0.12741935483870967,0.11129032258064517
RT02,0.26013513513513514,0.20608108108108109
UD13,0.06179775280898876,0.009363295880149813
DYHC1,0.07339647008179079,0.02410675850193715
POLK,0.43448275862068964,0.36091954022988504
HCN1,0.40561797752808987,0.3775280898876405
ORC1,0.4425087108013937,0.3333333333333333
MFTC,0.1111111111111111,0.05396825396825397
TERA,0.141439205955335,0.06699751861042183
SMC1A,0.12408759124087591,0.0202757502027575
TTC19,0.25,0.23421052631578948
CBX2,0.8233082706766918,0.5319548872180451
KLHL9,0.06969205834683954,0.055105348460291734
MYL4,0.15228426395939088,0.0
THRB,0.16559485530546625,0.08681672025723473
AP4B1,0.10690121786197564,0.06765899864682003
FBLN5,0.15848214285714285,0.13839285714285715
FANCB,0.33061699650756693,0.20256111757857975
IDUA,0.05972434915773354,0.036753445635528334
TECTA,0.2296983758700696,0.08770301624129931
PDCD6,0.1099476439790576,0.07329842931937172
SRPX,0.14870689655172414,0.10991379310344827
RP1,0.897495361781076,0.8775510204081632
PTPS,0.04827586206896552,0.013793103448275862
CAN3,0.2350791717417783,0.16930572472594396
MRP2,0.13851132686084142,0.08155339805825243
GPAA1,0.0998389694041868,0.04186795491143317
SNF5,0.22597402597402597,0.10909090909090909
PPARG,0.31485148514851485,0.2712871287128713
EST1,0.06701940035273368,0.05291005291005291
TBB8,0.04054054054054054,0.02702702702702703
PBX1,0.45348837209302323,0.313953488372093
KCNQ5,0.6266094420600858,0.5590128755364807
CUL7,0.3380447585394582,0.18433451118963487
PSN1,0.3875802997858672,0.2633832976445396
CHD2,0.5344638949671773,0.4190371991247265
I17RD,0.4370771312584574,0.36671177266576455
TDGF1,0.4946808510638298,0.2553191489361702
MET23,0.010526315789473684,0.0
RAB23,0.2911392405063291,0.22784810126582278
AUTS2,0.9634630659253376,0.886417791898332
ARMC5,0.22459893048128343,0.1679144385026738
NHLC1,0.1468354430379747,0.06835443037974684
CREL1,0.24047619047619048,0.07380952380952381
RL5,0.013468013468013467,0.003367003367003367
KLRG1,0.27692307692307694,0.1794871794871795
NR1H3,0.25279642058165547,0.2058165548098434
MYH8,0.3500258131130614,0.027878162106350027
VPP3,0.12771084337349398,0.07951807228915662
TPC,0.096875,0.025
CATC,0.10151187904967603,0.06263498920086392
GRIA2,0.13590033975084936,0.09173272933182333
CLUA1,0.31234866828087166,0.26150121065375304
ASXL2,0.8285714285714286,0.7317073170731707
ALG3,0.10273972602739725,0.04337899543378995
RB33B,0.24890829694323144,0.2183406113537118
JAK3,0.11476868327402136,0.0693950177935943
S26A1,0.17118402282453637,0.09557774607703282
HNMT,0.010273972602739725,0.00684931506849315
ODPB,0.07799442896935933,0.06128133704735376
GCM2,0.66600790513834,0.6324110671936759
AGAL,0.07692307692307693,0.04428904428904429
GRM6,0.11174458380843785,0.07069555302166476
NGF,0.43983402489626555,0.2157676348547718
ACKR1,0.2916666666666667,0.19047619047619047
I10R2,0.28923076923076924,0.16923076923076924
CBPA1,0.03818615751789976,0.03579952267303103
ACE,0.05742725880551302,0.03751914241960184
MPC1,0.0,0.0
WNT1,0.17027027027027028,0.11351351351351352
TBX18,0.6721581548599671,0.5683690280065898
PYRD1,0.1,0.048
ERGI1,0.04482758620689655,0.0
SAMC,0.043795620437956206,0.0072992700729927005
NALCN,0.261795166858458,0.18699654775604144
EXTL3,0.16213275299238303,0.08487486398258977
PGLT1,0.08928571428571429,0.08163265306122448
TM237,0.6029411764705882,0.3602941176470588
KRT86,0.3868312757201646,0.3271604938271605
DHE3,0.1111111111111111,0.10215053763440861
SAM9L,0.13257575757575757,0.06881313131313131
ERCC8,0.07828282828282829,0.0707070707070707
RLBP1,0.05993690851735016,0.04100946372239748
IFT81,0.09615384615384616,0.03106508875739645
PMGE,0.015444015444015444,0.007722007722007722
MCM7,0.12934631432545202,0.025034770514603615
NDUS1,0.052269601100412656,0.04401650618982118
DHCR7,0.06947368421052631,0.056842105263157895
PXDN,0.1839080459770115,0.10209601081812035
CCD50,0.4117647058823529,0.2549019607843137
OGG1,0.08695652173913043,0.06956521739130435
ACBD5,0.7116104868913857,0.5468164794007491
S17A5,0.14747474747474748,0.08282828282828283
D2HDH,0.08637236084452975,0.08061420345489444
OGT1,0.04206500956022945,0.03154875717017208
AT8B1,0.17346123101518784,0.09592326139088729
CRUM1,0.2702702702702703,0.10597439544807966
PNKD,0.22337662337662337,0.18701298701298702
SC5A5,0.19906687402799378,0.16329704510108864
VSIG2,0.308868501529052,0.16819571865443425
FPPS,0.1909307875894988,0.1766109785202864
FDX2,0.43010752688172044,0.16666666666666666
AMMR1,0.4264264264264264,0.3483483483483483
SYTC,0.059474412171507604,0.056708160442600276
GLSK,0.25112107623318386,0.23019431988041852
SPRE,0.007662835249042145,0.007662835249042145
AP2M1,0.059770114942528735,0.03218390804597701
WNT5A,0.14736842105263157,0.08947368421052632
PRP6,0.1944739638682253,0.11052072263549416
KIF23,0.33541666666666664,0.25416666666666665
GLMN,0.11952861952861953,0.04208754208754209
RSH4A,0.4594972067039106,0.3687150837988827
ADDA,0.5468113975576662,0.4287652645861601
TECT3,0.3673805601317957,0.21746293245469522
SMOX,0.15135135135135136,0.1063063063063063
TKT,0.006420545746388443,0.0032102728731942215
GDF6,0.45494505494505494,0.2945054945054945
RTTN,0.21338724168912848,0.13881401617250674
GP1BA,0.5552147239263804,0.48006134969325154
EXOS8,0.04710144927536232,0.0036231884057971015
RT34,0.18807339449541285,0.03211009174311927
THB,0.2386117136659436,0.21475054229934923
SGCE,0.40503432494279173,0.2036613272311213
GDF5,0.4171656686626746,0.29740518962075846
TM165,0.3395061728395062,0.24691358024691357
RET,0.23159784560143626,0.18761220825852784
TSN7,0.08835341365461848,0.03614457831325301
PJVK,0.5,0.26420454545454547
TRY1,0.09716599190283401,0.05668016194331984
GNRHR,0.19207317073170732,0.04878048780487805
AR13B,0.4252336448598131,0.3037383177570093
FGF23,0.3705179282868526,0.17928286852589642
RXLT1,0.1670428893905192,0.10609480812641084
GP1BB,0.18932038834951456,0.009708737864077669
CSKP,0.25593952483801297,0.15334773218142547
S19A3,0.20161290322580644,0.16532258064516128
MNX1,0.8104738154613467,0.5112219451371571
TCPE,0.04066543438077634,0.009242144177449169
GDF2,0.34498834498834496,0.2261072261072261
STRA6,0.27136431784107945,0.1469265367316342
SPB8,0.053475935828877004,0.045454545454545456
HGF,0.16346153846153846,0.07692307692307693
BAG3,0.7652173913043478,0.5756521739130435
CD3Z,0.75,0.21341463414634146
TMPS6,0.11220715166461159,0.06165228113440197
ARI1A,0.7575492341356674,0.737417943107221
CD27,0.4846153846153846,0.2846153846153846
RS29,0.017857142857142856,0.0
PEDF,0.11722488038277512,0.0861244019138756
ASCL1,0.6652542372881356,0.13135593220338984
CD36,0.012711864406779662,0.00423728813559322
ESRP1,0.2555066079295154,0.20411160058737152
FSHR,0.21007194244604316,0.11942446043165468
PAX6,0.5450236966824644,0.3886255924170616
MAGT1,0.06865671641791045,0.0
TRPC6,0.24382384532760473,0.17508055853920515
ZMY10,0.08863636363636364,0.031818181818181815
DYR1A,0.5111402359108781,0.4705111402359109
THYG,0.24096820809248554,0.07586705202312138
ACON,0.03974358974358974,0.03461538461538462
PRIPO,0.3517857142857143,0.25535714285714284
PMM2,0.0040650406504065045,0.0
AAR2,0.0703125,0.013020833333333334
GTR2,0.11641221374045801,0.0916030534351145
HGD,0.02247191011235955,0.0022471910112359553
WN10B,0.26735218508997427,0.12082262210796915
RASA3,0.1498800959232614,0.05995203836930456
PKD1,0.19776899837322798,0.10574018126888217
DLL4,0.30802919708029197,0.2
AP2B,0.5304347826086957,0.45
MITF,0.6711026615969582,0.4524714828897338
TNR11,0.6428571428571429,0.5373376623376623
AIFM1,0.20554649265905384,0.14192495921696574
RHD,0.12949640287769784,0.014388489208633094
DHC24,0.027131782945736434,0.0
DCR1C,0.4479768786127168,0.40028901734104044
FAKD2,0.2859154929577465,0.24366197183098592
LGI1,0.07540394973070018,0.06463195691202872
ARL6,0.043010752688172046,0.005376344086021506
PSB9,0.091324200913242,0.0684931506849315
HXK1,0.028353326063249727,0.010905125408942203
NDUA2,0.1717171717171717,0.12121212121212122
FRDA,0.42857142857142855,0.2
MATN4,0.16559485530546625,0.06913183279742766
MMP23,0.2846153846153846,0.2128205128205128
ISCA2,0.3181818181818182,0.19480519480519481
ITPA,0.02577319587628866,0.0
CBS,0.07985480943738657,0.06352087114337568
TRIP4,0.3803786574870912,0.2306368330464716
ESR2,0.44716981132075473,0.4037735849056604
PEPD,0.016227180527383367,0.010141987829614604
PHX2B,0.7770700636942676,0.4681528662420382
GCKR,0.0544,0.0336
K2C1,0.5434782608695652,0.4953416149068323
APOA4,0.25,0.050505050505050504
E41L1,0.5788876276958003,0.49375709421112374
DPYD,0.01951219512195122,0.003902439024390244
MTA3,0.26430976430976433,0.19696969696969696
MB212,0.033426183844011144,0.0
CKP2L,0.723489932885906,0.6322147651006711
MYH2,0.37609479649665123,0.06285419886656363
GMPPB,0.0,0.0
K22E,0.5446009389671361,0.48043818466353677
PEN2,0.019801980198019802,0.0
PO3F4,0.6260387811634349,0.4792243767313019
MVD1,0.08,0.02
NSMA3,0.38221709006928406,0.24826789838337182
MCCA,0.1006896551724138,0.08275862068965517
TSN12,0.2754098360655738,0.12786885245901639
WASP,0.5219123505976095,0.26095617529880477
KAD1,0.015463917525773196,0.0
KCNH5,0.33704453441295545,0.2692307692307692
PLPHP,0.13454545454545455,0.09818181818181818
GON1,0.44565217391304346,0.0
NDUAA,0.10422535211267606,0.09859154929577464
PRD12,0.5040871934604905,0.3978201634877384
TGFR1,0.19483101391650098,0.10934393638170974
FA11,0.1136,0.0592
ACAD8,0.07228915662650602,0.06987951807228916
SUMF1,0.23529411764705882,0.19518716577540107
TBB2B,0.04044943820224719,0.017977528089887642
ELP2,0.10048426150121065,0.04600484261501211
VP37A,0.2972292191435768,0.2770780856423174
SMBP2,0.25579053373615307,0.1863041289023162
SOX9,0.787819253438114,0.5068762278978389
CRLF1,0.2559241706161137,0.17535545023696683
PIGH,0.0851063829787234,0.010638297872340425
F161A,0.5575757575757576,0.29393939393939394
SYUA,0.37857142857142856,0.14285714285714285
KCNE1,0.5271317829457365,0.015503875968992248
WDR4,0.14320388349514562,0.07524271844660194
CALD1,0.5548549810844893,0.3921815889029004
VP13D,0.33637192342752964,0.19712853236098452
RASA2,0.14941176470588236,0.08470588235294117
TBB4B,0.04943820224719101,0.011235955056179775
ANPRB,0.12320916905444126,0.06017191977077364
LCAT,0.17954545454545454,0.07954545454545454
DAAF4,0.14523809523809525,0.07142857142857142
PAX3,0.6263048016701461,0.4363256784968685
NDUB3,0.15306122448979592,0.09183673469387756
DLDH,0.07072691552062868,0.06679764243614932
OST48,0.10087719298245613,0.09210526315789473
KCNK3,0.3223350253807107,0.31218274111675126
PDYN,0.7834645669291339,0.35039370078740156
CGL,0.03209876543209877,0.022222222222222223
SPTC3,0.125,0.11413043478260869
FSCN2,0.022357723577235773,0.006097560975609756
TTC7A,0.15384615384615385,0.10722610722610723
TOMT,0.1134020618556701,0.09278350515463918
PMP22,0.08125,0.0
PIGT,0.11418685121107267,0.03460207612456748
S6A19,0.05362776025236593,0.033123028391167195
MMAB,0.244,0.192
ARGI1,0.012422360248447204,0.006211180124223602
TFG,0.6925,0.53
K1C10,0.5273972602739726,0.4794520547945205
PSF1,0.00510204081632653,0.0
GBA2,0.1121898597626753,0.09816612729234088
CD4,0.16375545851528384,0.0851528384279476
PPP6,0.029508196721311476,0.019672131147540985
STIM1,0.4335766423357664,0.345985401459854
ASXL3,0.8945729537366548,0.8434163701067615
ANO10,0.08333333333333333,0.022727272727272728
DNA2,0.07735849056603773,0.01509433962264151
F16P1,0.026627218934911243,0.011834319526627219
CBG,0.1506172839506173,0.1037037037037037
DCUP,0.02452316076294278,0.010899182561307902
NOBOX,0.9073806078147613,0.7814761215629522
PGK1,0.002398081534772182,0.0
ERCC2,0.05263157894736842,0.010526315789473684
CRGA,0.011494252873563218,0.0
